_type,_id,_revision,_page.next,regionas,telkinio_pav,m_vietos_kodas,m_vietos_pav,koord,data,vandens_temp,suspend_medziagos,sarmingumas,deguonis_istirpes,ph,skaidrumas,elektr_laidis,biochem_deg_suvartojimas,amonio_azotas,nitritu_azotas,nitratu_azotas,azotas_mineralinis,azotas_bendras,fosfatu_fosforas,fosforas_bendras,anglingumas,chlorofilas_a,kalcio_karbonatas,gyvsidabris,kadmis,nikelis,svinas,varis,chromas,vanadis,aliuminis,alavas,arsenas,cinkas,antracenas,fluorantenas,naftalenas,benz_a_pirenas,benz_b_fluorantenas,benz_k_fluorantenas,benz_ghi_perilenas,inden_123_cd_pirenas,p4_n_nonilfenolis,p4_n_oktilfenolis,p4_nonilfenolis_sakot,p4_tert_oktilfenolis,nonilfenoliai,pentachlorfenolis,benzenas,p12_dichloretanas,p123_trichlorbenzenas,p124_trichlorbenzenas,heksachlorbutadienas,trichloretilenas,tetrachlormetanas,dichlormetanas,tetrachloretilenas,trichlormetanas,aldrinas,dieldrinas,izodrinas,endrinas,alfa_heksachlorcikloheksanas,beta_heksachlorcikloheksanas,gama_heksachlorcikloheksanas,heksachlorbenzenas,pentachlorbenzenas,alfa_endosulfanas,beta_endosulfanas,o_p_ddt,p_p_ddd,p_p_ddt,p_p_dde,simazinas,atrazinas,diuronas,izoproturonas,chinoksifenas,aklonifenas,cibutrinas,terbutrinas,chlorpyrifosas,chlorfenvinfosas,trifluralinas,heptachloras,heptachloro_epoksidas,tributilalavo_katijonas,di2_etilheksilftalatas,bde_28,bde_47,bde_85,bde_99,bde_100,bde_153,bde_154,pcb_28,pcb_52,pcb_101,pcb_118,pcb_138,pcb_153,pcb_180,pfos,dikofolis,alachloras,bifenoksas,cipermetrinas,dichlorvosas,p4_t_oktilfenolio_dietoksilatas,p4_t_oktilfenolio_monoetoksilatas,p4_t_oktilfenolio_trietoksilatas
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,8e8cd00a-ddfe-45fc-b078-50e425c74941,573dcc41-5c89-48a4-97e4-b7f1e8751902,,Utenos,Gėlių ežeras,LTL283,Gėlių ežeras,POINT (6129389 574264),2020-04-29,11.3,5.7,2.9,11.23,8.1,1.2,308.0,4,"<0,015",0.012,0.093,0.12,0.817,"<0,015",0.027,,21.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,8ea06474-6dd6-4cad-b752-6d041a3d605e,161d8536-1dc1-4f9f-9a23-c5e403a3b84b,,Panevėžio RAAD,Juodis,LTL541,Juodis,,2022-09-14,14.8,4.6,2.9,6.9,7.77,0.8,336.0,3.9,0.2,0.019,0.66,0.879,2.05,0.023,0.041,,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,8ea11886-66a3-4bcc-abb6-3e31e33ab2be,4deac4c7-459e-43c2-a7b6-203f8c13d7d8,,Kauno,KAUNO MARIOS,LTL71,Kauno HE,POINT (6084954 505731),2017-07-12,19.9,6,3.6,10.22,8.52,1.2,420.0,4.9,0.15,0.017,0.16,0.327,1.1,0.063,0.14,8.05,,218,"<0,01","<0,1",2.1,<1,2.1,"<0,5",0.85,<30,<5,<2,<15,"<0,002","<0,002","<0,002","<0,004","<0,001","<0,001","<0,004","<0,003","<0,05","<0,05","<0,05","<0,05","<0,05","<0,05","<0,1","<0,2","<0,2","<0,2","<0,1","<0,1","<0,2","<0,2","<0,1","<0,2","<0,005","<0,005","<0,005","<0,005","<0,005","<0,005","<0,005","<0,005","<0,005","<0,004","<0,004","<0,005","<0,005","<0,005","<0,005","<0,025","<0,04","<0,04","<0,04","<0,05","<0,04","<0,004","<0,003",,,,"<0,005","<0,005","<0,006",0.9,"<0,005","<0,005","<0,005","<0,005","<0,005","<0,005","<0,005","<0,01","<0,01","<0,01","<0,01","<0,01","<0,01","<0,01","<0,001",,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,8ecf1793-d337-42da-894c-59b24a636fc3,a721a7bd-0ce2-4f8e-958e-a9502c48835a,,Alytaus,Kavalys,LTL465,Kavalys,POINT (6032343 495560),2017-07-17,19.9,7,3.6,9.3,8.5,1.8,359.0,3.4,0.03,0.004,0.06,0.094,0.7,0.027,0.079,,110.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,8ed89a76-4a09-4aa1-83a4-8a7620cda6df,2b1fa36f-27e8-46eb-872b-1d240a7088dc,,Utenos RAAD,Pakalas,LTL333,Pakalas,,2022-05-23,14.8,2.4,3.5,12.38,8.57,2.8,345.0,3.5,0.02,"<0,005",0.1,0.125,0.349,"<0,015",0.016,,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,8ffa71b3-ddb5-49f8-a1cf-1ec2d6fe6d03,82ac5c6b-a0c2-4b42-8dc5-6f1242a5f150,,Utenos RAAD,Ilgys,LTL305,Ilgys,,2022-05-02,11.8,<2,3.9,12.1,8.2,2.7,391.0,3.3,0.02,0.004,0.39,0.414,1.1,"<0,002",0.024,,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,9056fba9-eb69-4826-87d1-58af5a91dd2b,945392b8-f0bb-4e16-a7d6-82fea9faa2ce,,Vilniaus,Aukštadvario HE tvenkinys(ež.Baluosis ež.Sienis),LTL110,Aukštadvario HE tvenkinys,POINT (6048892 535009),2018-10-11,12.7,<2,2.9,85.809,7.62,4.4,334.0,0.6,0.015,0.004,0.021,0.04,0.198,0.031,0.032,,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,906cda05-6f47-4b5a-9c0a-d824bb8f320f,a0ce235e-fb54-4888-b814-2cd9679e9fba,,Utenos,Dysnai,LTL223,Dysnai,POINT (6153653 647416),2019-08-20,22.8,16,3.4,9.9,8.6,0.8,308.0,2.5,0.03,"<0,001",0.06,0.091,0.1,0.003,0.029,,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,906d3fca-f493-412c-a00d-f0c7a058aa4e,a609e11f-15da-42d0-934e-71d3760af02f,,Panevėžio,Vazajis,LTL292,Vazajis,POINT (6179504 601278),2021-08-31,17.7,9.5,2.7,9.1,8.4,1.6,231.0,2.8,0.02,"<0,001",0.03,0.051,0.63,0.002,0.038,,22.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,90869847-711a-40a3-9bd0-ad86986abb31,574e76fa-0c94-4237-84a7-91062d6c51e6,,Šiaulių,Rėkyvos ežeras,LTL64,Rėkyvos ežeras,POINT (6192439 456065),2018-05-03,16.0,5.2,2.3,,8.9,0.9,228.0,1.1,0.21,0.004,0.054,0.268,1.4,"<0,005",0.037,,25.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,9088b1af-55ed-47fa-af36-1497b593e141,9cbb67ff-e3ce-4461-938c-d45c56473446,,Klaipėdos,Tūbausių I tvenkinys,LTL207,Tūbausių I tvenkinys,POINT (6207850 330616),2018-08-22,21.0,5.8,4.8,,7.7,1.1,390.0,4.2,0.021,0.003,"<0,003",0.027,0.88,"<0,005",0.056,,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,90937d3b-f8f3-491f-b28f-b81e535d8979,fb13d9b1-499a-4053-9eb7-bdf0acb47507,,Utenos RAAD,Ilgys,LTL305,Ilgys,,2022-07-13,21.7,2.2,3.9,8.1,8.3,4.3,375.0,2.2,0.06,0.004,0.19,0.254,0.54,0.002,"<0,0081",,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,9095beb6-e6ae-452c-8dc6-81dab4f6a8ac,b4c5df6d-0369-49cf-81aa-13ed6b2627ee,,Alytaus RAAD,Atesys,LTL248,Atesys,,2022-07-26,22.5,3.5,3.9,9.8,8.5,3.9,609.0,2.6,0.06,0.069,0.12,0.249,1.8,"<0,007",0.02,,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,9097245c-e216-4a72-b500-a538e876c955,ae5b3d87-cacc-4def-a73d-e124ce0b0ac1,,Šiaulių,Ilgis,LTL204,Ilgis,POINT (6210196 364291),2019-09-19,13.0,3.6,1.4,9.3,8.7,2.6,150.0,1.2,0.03,0.004,0.02,0.054,1.0,"<0,005",0.022,,8.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,90ad075e-5e5c-42d5-9443-34c9c1ecba9e,2354fca4-c23d-4075-aec3-8abd308d3d17,,Utenos,Asavas,LTL310,Asavas,POINT (6167521 638935),2019-08-07,20.6,2.2,3.0,8.3,8.5,3.1,277.0,1.4,"<0,014","<0,001",0.03,0.045,0.65,0.004,0.016,,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,90b8aeac-328a-40e1-aa8c-e34ded56dae6,19467b8f-f7ac-4ef7-bfbe-4be28b794544,,Vilniaus,Akmena,LTL460,Akmena,POINT (6058884 557077),2021-08-25,19.3,<2,1.8,9.1,8.68,5.8,223.0,2,0.044,"<0,005",0.03,0.079,0.644,"<0,015",0.023,,4.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,90bf3374-99da-4e9c-8789-365a100984a8,819e4e4f-2ad8-40c9-8763-04f9784856fa,,Kauno,Bublių tvenkinys,LTL414,Bublių tvenkinys,POINT (6127918 505237),2018-09-25,16.3,5.2,4.4,62.769,8.11,1.3,518.0,4.5,0.14,0.003,0.091,0.234,0.97,0.007,0.055,,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,91101c87-6aa0-4370-a694-e071693ea2c2,7228f01d-d7b1-4f25-af1a-76a5e6762656,,Utenos,Čičirys,LTL222,Čičirys,POINT (6187704 628556),2020-09-16,17.0,<2,3.0,9.1,8.4,6.0,289.0,1.6,"<0,014","<0,001",0.07,0.085,0.27,"<0,002",0.011,,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,911a0680-3ccc-46aa-b59e-a86914d4fd29,1cb00489-683f-4664-a433-85ce5b4de8b3,,Utenos,Gėlių ežeras,LTL283,Gėlių ežeras,POINT (6129389 574264),2020-07-28,22.3,5.8,2.2,10.6,8.5,0.8,306.0,4.1,"<0,015","<0,005",0.027,0.047,0.49,"<0,015",0.035,,20.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,912c86af-35ef-436a-b34d-2e472556843b,081559f7-e322-4b78-9f12-744be514888f,,Vilniaus,Skaistis,LTL136,Skaistis,POINT (6059182 562859),2018-10-03,13.4,<2,2.2,85.192,8.16,3.9,317.0,1,"<0,01","<0,004",0.048,0.062,0.184,"<0,014",0.019,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,91493115-073b-45c7-a9e9-c9b1a4cb26d0,38d19a00-8d77-44dc-83c6-1d0bf3252cbb,,Utenos,Šiurpys,LTL311,Šiurpys,POINT (6169946 635569),2018-09-19,18.2,<2,1.0,100.427,8.3,7,94.0,0.65,0.07,"<0,001",0.02,0.091,0.38,"<0,002","<0,0083",,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,91da6efc-a833-4f72-b3c9-2cd23a80c32c,c8e09291-71a3-495c-94dc-05af3a957324,,Alytaus,Niedus,LTL240,Niedus,POINT (5986223 475252),2017-05-15,14.8,5.5,3.5,13.3,8.6,2.2,372.0,3.0,0.03,0.003,0.11,0.143,0.8,"<0,006",0.026,,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,91dbbfcf-1c8d-411b-a9aa-dcd50c27ea85,ec7de2c7-2870-4d83-902d-1b6bc20ffd61,,Alytaus,Zapsys,LTL241,Zapsys,POINT (5998028 471189),2017-07-26,21.7,6,2.7,13.8,8.7,1.3,370.0,2.8,0.03,0.002,0.07,0.102,0.5,0.014,0.035,,12.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,91df1205-7854-4169-94f3-d1f4f0b6f601,ab2a1a20-0e67-4697-b6b0-45a54fa350ff,,Vilniaus,Karvys,LTL363,Karvys,POINT (6083349 573096),2020-04-21,6.1,2.2,2.3,13.0,8.56,2.1,296.0,1.5,0.03,0.005,3.14,3.175,3.78,"<0,015",0.039,,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,91e02ffb-e85f-44d8-92ed-76d322c1b4f0,bde471f7-aab8-4087-8db6-39a0d98c4183,,Utenos,Sągardas,LTL317,Sągardas,POINT (6152936 633556),2021-07-20,26.5,<2,1.8,8.5,8.5,5.5,159.0,1.1,0.02,0.001,0.03,0.051,0.52,0.003,"<0,0081",,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,925b4be8-b8c6-4350-b732-775ee3a730be,9995ab72-149e-4135-8590-3450ea1fd759,,Utenos,Stirniai,LTL343,Stirniai,POINT (6124518 605749),2018-09-17,18.4,2.3,2.5,94.421,8.4,5.4,238.0,1,"<0,014","<0,001",0.03,0.045,0.38,0.002,"<0,0083",,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,9260eadd-ac17-4972-8a38-a2e4fcfb96b7,787d2572-7c3d-4171-af1e-8c32fe2639d9,,Utenos,Tauragnas,LTL442,Tauragnas,POINT (6147505 619651),2020-10-07,14.5,2,2.5,9.8,8.5,8.0,263.0,0.89,0.02,0.003,0.05,0.073,0.44,"<0,002",0.011,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,9288abca-0824-4c4b-81e0-2830f1db7f32,4a4854e0-f203-43cc-a576-e188bca19375,,Utenos RAAD,Svėdasas,LTL170,Svėdasas,,2022-10-06,11.2,<2,3.8,8.3,8.1,3.3,443.0,1.6,0.07,0.009,0.06,0.139,0.61,"<0,002",0.048,,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,929444fc-2009-4087-89fb-0af1d565f817,73a4374a-044e-4ff9-97ea-04ddb504272e,,Panevėžio RAAD,Gačionių ežeras,LTL294,Gačionių ežeras,,2022-08-24,25.2,2.2,3.7,8.4,8.3,2.2,362.0,1.4,0.04,"<0,001",0.07,0.111,0.68,0.005,0.014,,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,92faca0f-96f4-4c0e-87b5-3cf12258c03b,66efebe4-1ba9-4168-b947-8128d12261f3,,Alytaus,Ančia,LTL195,Ančia,POINT (5994964 479239),2020-09-21,17.1,3,2.3,8.6,8.3,5.9,356.0,2.4,0.01,0.001,0.06,0.4,0.071,0.007,0.046,,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,93057300-632f-4278-a6ff-136811a83a06,cbd517cc-a3d0-43db-8c2b-6ebb57ae405a,,Alytaus,Zapsys,LTL241,Zapsys,POINT (5998028 471189),2017-05-30,19.5,6,3,11.1,8.4,2.8,439.0,3.6,0.04,0.002,0.15,0.192,0.9,0.014,0.037,,6.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,93278320-6803-42a4-9597-60d06a57baa4,b6870a6e-edc1-499e-84e7-84a15ceb5d45,,Klaipėdos,Skuodo tvenkinys,LTL260,Skuodo tvenkinys,POINT (6239381 345922),2018-07-16,24.0,<2,1.9,,8.4,1.7,432.0,3.5,0.019,"<0,001","<0,003",0.023,0.58,"<0,005",0.039,,3.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,934c49c9-1a89-4fdf-96a0-3dd723bd2b49,8e601200-5c60-4a64-9be8-7afca9802aa4,,Vilniaus,Elektrėnų marios,LTL125,Elektrėnų,POINT (6070639 543013),2021-09-21,14.3,<2,3.1,8.2,8.21,3.2,362.0,1.3,0.054,"<0,005",0.034,0.093,0.331,"<0,015",0.024,,1.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,936cc31c-6a72-4037-816e-bf3689c1e652,b5bd9c20-2e37-4bb9-8a76-307ed1447706,,Utenos,Nevėža,LTL285,Nevėža,POINT (6146804 575316),2020-10-12,14.1,5,3.9,9.2,8.3,2.5,460.0,1.2,0.06,0.013,0.37,0.443,0.98,0.002,0.019,,19.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,93b866df-85b8-44db-9b72-90202de32d20,fd7ea557-f434-4882-b949-381b548f9a7a,,Utenos,Čičirys,LTL222,Čičirys,POINT (6187704 628556),2020-08-12,21.5,<2,3.1,9.3,8.6,5.1,278.0,1.6,0.02,0.001,0.04,0.061,0.3,0.002,0.011,,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,93beab57-1d65-4400-b338-94f51f135424,43f142d0-2254-48cd-a681-c492173171b2,,Kauno,KAUNO MARIOS,LTL71,Kauno marios,POINT (6084954 505731),2020-09-22,17.2,2.4,3.0,6.9,8.07,2.1,427.0,3.3,0.531,0.065,0.186,0.782,0.828,0.149,0.162,,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,94432969-14b6-4097-abbd-525df3161460,fffda837-9a2b-4c6b-9066-f1c11e97dbae,,Utenos,Nemeikščių tvenkinys,LTL432,Nemeikščių tvenkinys,POINT (6149167 604368),2018-08-28,20.5,<2,4.6,82.867,8.7,3,409.0,1.4,0.02,0.001,0.08,0.101,0.93,0.002,0.018,,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,9443bda7-0537-474d-b87b-d829f36b5dfb,323cb65d-19a6-4538-bf93-f9b92f1b667f,,Utenos,Ūsiai,LTL326,Ūsiai,POINT (6131150 625535),2017-10-10,11.4,"<1,7",2.8,7.1,8.5,6.0,285.0,0.8,0.04,0.002,0.05,0.092,0.65,0.003,0.012,,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,9466e61f-aa70-4279-aa9f-f568f569900c,1fa7207e-cbfc-4dce-a54f-39d712bd9c58,,Utenos,Vidinkstas,LTL287,Vidinkstas,POINT (6146932 592911),2021-09-28,11.7,4.2,2.1,10.1,8.4,1.9,191.0,2.7,0.02,"<0,001",0.12,0.141,0.57,"<0,002",0.027,,29.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,946bcbcc-9623-47fe-9c95-c1861bb884bf,d5c4a8b4-c045-4764-87ea-ce1f6af09c1e,,Šiaulių,Ilgis,LTL204,Ilgis,POINT (6210196 364291),2020-06-16,19.0,3.4,1.8,9.3,7.7,2.0,157.0,3.8,0.033,0.001,0.018,0.052,0.62,"<0,005",0.028,,15.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,94920836-0a8f-4af9-b614-3b4310f9f85e,ff2443be-78b2-45dd-8d6d-a8885c54fc13,,Aplinkos apsaugos departamento Šiaulių valdyba,Bijotė,LTL259,Bijotė,,2022-07-21,23.0,2.5,2.8,6.3,7.8,2.5,309.0,2.6,0.024,0.001,0.016,0.041,1.9,"<0,006",0.028,,2.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,94985978-2552-4e5d-a49c-2ca6d1f99c28,6b9a61cc-6ec1-452f-a9d6-7a19454130f9,,Utenos,Rūžas,LTL399,Rūžas,POINT (6152597 657313),2017-07-18,18.9,2.7,2.6,8.5,8.5,2.2,251.0,1.4,0.02,0.001,0.08,0.101,0.86,"<0,002",0.024,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,94ad2c33-a71f-492c-bcec-9d3694bc84ac,5a7a0f7e-02f2-4f4d-9741-3a50333b1fe3,,Šiaulių,Ilgis,LTL204,Ilgis,POINT (6210196 364291),2021-05-12,12.0,4.2,1.7,8.4,8.4,2.2,158.0,1.8,0.02,"<0,001",0.04,0.061,0.75,"<0,006",0.019,,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
