_type,_id,_revision,_page.next,regionas,telkinio_pav,m_vietos_kodas,m_vietos_pav,koord,data,vandens_temp,suspend_medziagos,sarmingumas,deguonis_istirpes,ph,skaidrumas,elektr_laidis,biochem_deg_suvartojimas,amonio_azotas,nitritu_azotas,nitratu_azotas,azotas_mineralinis,azotas_bendras,fosfatu_fosforas,fosforas_bendras,anglingumas,chlorofilas_a,kalcio_karbonatas,gyvsidabris,kadmis,nikelis,svinas,varis,chromas,vanadis,aliuminis,alavas,arsenas,cinkas,antracenas,fluorantenas,naftalenas,benz_a_pirenas,benz_b_fluorantenas,benz_k_fluorantenas,benz_ghi_perilenas,inden_123_cd_pirenas,p4_n_nonilfenolis,p4_n_oktilfenolis,p4_nonilfenolis_sakot,p4_tert_oktilfenolis,nonilfenoliai,pentachlorfenolis,benzenas,p12_dichloretanas,p123_trichlorbenzenas,p124_trichlorbenzenas,heksachlorbutadienas,trichloretilenas,tetrachlormetanas,dichlormetanas,tetrachloretilenas,trichlormetanas,aldrinas,dieldrinas,izodrinas,endrinas,alfa_heksachlorcikloheksanas,beta_heksachlorcikloheksanas,gama_heksachlorcikloheksanas,heksachlorbenzenas,pentachlorbenzenas,alfa_endosulfanas,beta_endosulfanas,o_p_ddt,p_p_ddd,p_p_ddt,p_p_dde,simazinas,atrazinas,diuronas,izoproturonas,chinoksifenas,aklonifenas,cibutrinas,terbutrinas,chlorpyrifosas,chlorfenvinfosas,trifluralinas,heptachloras,heptachloro_epoksidas,tributilalavo_katijonas,di2_etilheksilftalatas,bde_28,bde_47,bde_85,bde_99,bde_100,bde_153,bde_154,pcb_28,pcb_52,pcb_101,pcb_118,pcb_138,pcb_153,pcb_180,pfos,dikofolis,alachloras,bifenoksas,cipermetrinas,dichlorvosas,p4_t_oktilfenolio_dietoksilatas,p4_t_oktilfenolio_monoetoksilatas,p4_t_oktilfenolio_trietoksilatas
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,46186c9d-8cef-45e2-a798-ec5b1b8b2540,624e3220-e846-4859-b511-878fc1f0f70a,,Utenos,Asavas,LTL310,Asavas,POINT (6167521 638935),2018-07-12,22.4,<2,3.1,97.674,8.8,3.1,281.0,2.1,0.02,"<0,001",0.03,0.051,0.38,"<0,002",0.013,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,464c3c98-ad8f-4f06-900e-b32b4ae7d99e,537ef463-69fe-4d29-a431-756dd5dc5fd7,,Utenos RAAD,Ilgys,LTL305,Ilgys,,2022-08-29,25.2,<2,4.2,7.5,8.2,4.4,381.0,1.2,"<0,014",0.002,0.07,0.086,0.36,0.002,"<0,0081",,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,46813bba-628f-4be1-b610-e6ee818cae07,d655223d-6858-4297-bc12-8cb133445a45,,Vilniaus RAAD,Bagdanonių HE tvenkinys,LTL537,Bagdononių HE tvenkinys,,2022-08-18,23.9,<2,3.4,8.03,8.19,2.8,390.0,2.0,0.029,"<0,005",0.039,0.073,0.562,"<0,015",0.021,,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,46c92bbb-eff8-4f79-a1fb-408c6caa52e6,ea694b14-b074-4253-9cc4-11eeb1896a7f,,Alytaus,Veisiejis,LTL237,Veisiejis,POINT (5992922 473385),2017-05-30,21.0,5.5,3.2,10.5,8.5,1.4,402.0,3.3,0.03,0.002,0.05,0.082,0.8,0.01,0.029,,17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,46c95d88-a3a9-41ed-8843-2206ee2129c3,ac1db0fc-c45c-443a-8f4b-52348e0d696d,,Alytaus,Baltosios Ančios HE tvenkinys,LTL189,Baltosios Ančios HE tvenkinys,POINT (5981346 485415),2020-07-15,22.3,4,3.2,12.3,8.5,1.3,336.0,3,0.03,0.006,0.03,0.8,0.066,0.011,0.036,,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,46d4216f-0e0d-4678-bd2d-4740f243b960,c2e9a072-d915-4658-a89c-e23f474a564e,,Utenos,Šiurpys,LTL311,Šiurpys,POINT (6169946 635569),2019-09-12,19.9,<2,1.0,8.9,8.7,5.6,95.0,1,0.02,"<0,001",0.03,0.051,0.7,"<0,002","<0,0081",,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,46d796a4-beed-47a5-88ec-dfef37fdc35a,aa2ad530-70be-48f7-a3e1-4d193410ca41,,Marijampolės,Orija,LTL202,Orija,POINT (6027652 449130),2020-07-29,22.6,3.5,3.1,10.8,8.6,2.0,468.0,2.8,0.02,0.002,0.04,0.062,0.4,"<0,007",0.041,,19.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,46ee9b9c-323b-4f08-ac84-07318f7b8c65,26db1f87-1caf-41dc-a80f-1b58486870d3,,Utenos,Arinas,LTL230,Arinas,POINT (6104116 606593),2019-10-02,13.0,"<1,9",3.1,9.4,8.36,4.4,338.0,2,0.024,"<0,005",0.036,0.065,0.551,"<0,015",0.016,,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,470e9fa9-d504-4dc7-8c96-abeb4431a048,ba101543-cff1-465f-ada7-0bbbc3cab8f4,,Klaipėdos,Tūbausių I tvenkinys,LTL207,Tūbausių I tvenkinys,POINT (6207850 330616),2018-09-13,18.0,3.6,4.1,,8.2,1.2,433.0,2.7,0.067,0.002,"<0,003",0.072,0.74,"<0,005",0.055,,9.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,47236ee6-6d55-4ea1-a5d0-f10de9351220,45cae65b-aa91-490d-a3f7-1f87d6185235,,Alytaus,Krokialaukio tvenkinys,LTL188,Krokialaukio tvenkinys,POINT (6033768 482752),2017-09-18,15.2,5,4.1,6.9,8.1,2.3,482.0,3.7,0.06,0.009,0.12,0.189,0.9,0.029,0.12,,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,4732b4fe-c2a2-4fdd-a107-824f7066e7ee,08772401-6f5d-48b1-8ecf-3b0efbbb2365,,Alytaus RAAD,Varėnos m. I tvenkinys,LTL538,Varėnos m. I tvenkinys,,2022-07-20,21.8,3,2.1,10.7,8.5,3.1,296.0,3.6,0.03,0.007,0.09,0.127,0.55,0.022,0.046,,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,4762e2dc-fe53-4ee3-ba92-2a65fd89b44e,a8968559-0fb5-4bc7-8fd2-64a5b68d7bdf,,Alytaus RAAD,Galstas,LTL390,Galstas,,2022-07-27,22.6,2,2.9,8.1,8.6,5.9,346.0,1.7,0.03,0.008,0.08,0.118,0.24,"<0,007",0.013,,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,477f0b20-6754-47be-9695-6f04591f9c18,30d8c431-7405-48ec-b473-0a1b03b84efb,,Klaipėdos,Tūbausių I tvenkinys,LTL207,Tūbausių I tvenkinys,POINT (6207850 330616),2021-05-07,9.0,5.2,4.3,9.0,8.3,1.3,456.0,2.1,0.026,0.017,2.5,2.543,3.0,"<0,006",0.031,,19.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,478b6bf7-cdc1-40b0-8c14-58b2396a1f1c,d4b8326c-204f-4991-b116-abbd534820a6,,Utenos,Pravalas(Vidugiris),LTL354,Pravalas,POINT (6107581 610998),2019-05-16,14.3,4.9,3.1,8.1,8.01,0.6,299.0,5.3,0.251,0.007,0.102,0.36,0.86,"<0,015",0.039,,31.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,47a1c452-f318-43bc-b702-2001fcf43fc1,c25bf43d-23af-4a21-9825-c9c29a535da7,,Utenos,Utenas,LTL319,Utenas,POINT (6148545 626618),2019-07-16,19.7,<2,3.7,10.9,8.7,3.7,328.0,1.5,0.014,"<0,001",0.04,0.055,0.06,"<0,002",0.012,,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,47a55ce5-6393-4f2f-ae93-629ec81dd065,1e325e21-1dae-426d-abf2-4ed9a1af56b5,,Utenos,Pravalas(Vidugiris),LTL354,Pravalas,POINT (6107581 610998),2019-08-27,21.8,47,1.8,15.2,8.95,0.3,242.0,6.5,0.038,0.014,0.153,0.205,2.59,"<0,015",0.027,,148.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,47ad94f5-2a00-4d59-aa24-2a39a508abe0,395c2ef6-c407-405f-ac42-0d011c6fd184,,Vilniaus,Margis,LTL367,Margis,POINT (6052686 553571),2020-10-14,13.9,1.9,3.4,8.4,8.3,3.4,410.0,1.5,0.049,0.018,0.028,0.095,0.292,"<0,015","<0,015",,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,47c9ef18-564e-4fae-80d5-bacf4cca37d7,1ffebe00-1e4b-4227-847d-00a8c54384f3,,Šiaulių,Vaitiekūnų tvenkinys,LTL408,Vaitiekūnų tvenkinys,POINT (6150901 477949),2020-09-29,16.0,2.1,4.6,8.9,8.2,2.1,601.0,2.1,0.061,0.02,0.35,0.431,1.5,0.005,0.07,,4.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,47da6e4f-e934-46b1-a7a7-1fc7201de6a9,e86d767c-7639-47cd-9cef-0a2ad30db414,,Vilniaus,Šiemetis,LTL155,Šiemetis,POINT (6066270 556021),2018-09-24,17.8,<2,2.9,84.004,8.22,4.2,326.0,1.4,0.013,"<0,004",0.021,0.038,0.115,"<0,014","<0,014",,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,482fa240-76de-4878-9f0c-1402c8d19dfc,9f743961-f049-462c-ade3-6a2b6f8c77d9,,Šiaulių,Laičių I tvenkinys,LTL544,Laičių I tvenkinys,POINT (6198607 491778),2018-08-23,21.0,10,6.0,,8.2,1.3,611.0,5.3,0.017,0.002,"<0,003",0.022,1.5,"<0,005",0.053,,93.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,4833280e-f11d-4932-89ad-649a3f16262b,03920724-9cd1-4b99-8d4c-42d3353c7993,,Utenos,Kemėšys,LTL214,Kemešys,POINT (6139653 616527),2020-08-17,22.6,6,3.0,9.7,8.7,1.0,270.0,4.7,"<0,014","<0,001",0.1,0.115,1.1,"<0,002",0.029,,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,4849556b-93e1-4907-8f1a-d90c01bff030,84828826-93c1-41b6-8d41-4b64d66a56fe,,Utenos RAAD,Dysnykštis,LTL156,Dysnykštis,,2022-10-13,9.4,21,3.6,11.3,8.6,0.8,338.0,2.3,0.03,"<0,001",0.03,0.061,0.53,0.003,0.02,,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,48594646-4f75-4c33-85f4-ae618cbc37cf,2a34aec6-bbd2-4bcd-bf3d-0cfbdc07770a,,Utenos,Makys,LTL284,Makys,POINT (6126561 574960),2018-10-01,13.2,<2,2.4,92.823,8.3,3.7,232.0,1.6,0.02,"<0,001",0.03,0.051,0.46,0.005,0.019,,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,4860f14d-2532-4216-afb1-542fdcdfaa18,e7c523f1-45b5-4954-aaba-13da66debd03,,Utenos RAAD,Padysnio HE tvenkinys,LTL164,Padysnio HE,,2022-07-28,21.5,9.3,3,8.2,8.2,1.0,352.0,3.7,0.02,"<0,001",0.05,0.071,0.72,0.007,0.045,,55.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,486598eb-0202-4431-aef5-d1ef24f7ea47,4bf17202-a10f-4d9c-a52a-f6fd6581d75e,,Vilniaus,Ilgajis,LTL279,Ilgajis,POINT (6130564 536518),2017-08-24,19.6,7.6,3.9,6.1,8.29,0.5,384.0,3.5,0.077,0.007,0.741,0.825,0.832,"<0,014",0.027,,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,486fc02e-08ac-407c-8f4b-760c90645ad5,5e345640-2823-4362-816c-704ceaafab75,,Alytaus,Pabezninkų ežeras,LTL375,Pabezninkų ež.,POINT (6023828 537110),2019-07-30,24.75,10,3.05,9.25,7.6,0.75,222.5,3.4,0.05,0.0035,0.19,0.245,1.65,0.0125,0.064,,26.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,4870073e-66fd-4802-bce7-3a6e573397d8,7e8f3be9-968e-4edb-8346-f7877266a404,,Utenos RAAD,Avilys,LTL299,Avilys,,2022-07-27,21.9,<2,2.4,8.8,8.3,3.9,260.0,1.1,"<0,014","<0,001",0.04,0.055,0.75,0.003,0.009,,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,4874a05f-2673-484c-9eff-2135c09c9af6,e993691b-ed20-4d45-afed-e32c3f56efd3,,Šiaulių,Viekšnalių ežeras,LTL505,Viekšnalių ež.,POINT (6191599 405717),2018-10-23,10.0,4.9,2.0,,8.8,   Nematuota,314.0,3.7,0.028,0.002,"<0,003",0.033,0.94,0.005,0.061,,12.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,48965a77-3b33-4b6b-95fd-d85362cf09fa,fbadb778-9198-4ba8-abaa-b4150a6d392f,,Alytaus,Stirtos,LTL517,Stirtos,POINT (5986337 485957),2018-05-28,23.3,4,3.5,117.16,8.5,2.8,389.0,2.7,0.05,0.003,0.05,0.103,0.8,0.014,0.025,,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,48b28834-12b0-4444-bc99-3b43c6c1dce4,e99141de-33dc-4f52-9d8a-84d4359704f0,,Utenos,Ilmėdas,LTL351,Ilmėdas,POINT (6126210 598293),2018-05-16,18.4,<2,3.1,115.88,8.9,3.8,301.0,1.5,0.02,0.003,0.07,0.093,0.59,0.005,0.009,,15.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,48c87f6b-dd99-412c-97b7-4f22c58baa9c,71eb30f3-8708-40fc-ab1e-ef29de9f34a5,,Utenos,Dūburaitis,LTL528,Dūburaitis,POINT (6187179 624173),2020-07-28,23.0,4.6,3.4,8.8,8.4,1.0,385.0,1.5,0.02,0.001,0.04,0.061,0.53,0.002,0.014,,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,48d1daf9-46bd-4123-8077-d89edd506cdb,f9472bba-2b1e-4af3-9535-05e5090db580,,Utenos,Luodis,LTL312,Luodis,POINT (6163284 639476),2020-08-13,21.1,<2,2.7,9.3,8.7,4.2,250.0,1.1,0.014,"<0,001",0.03,0.045,0.43,"<0,002",0.011,,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,48ef40a9-7310-4dfa-bcf6-530fbc3a562b,4fd3cdb4-8cec-463b-9bee-65168c1facb1,,Vilniaus,Spėra,LTL114,Spėra,POINT (6087485 557081),2019-10-10,9.4,2.1,2.6,9.0,8.2,0.8,285.0,4.9,0.104,"<0,005",0.084,0.193,0.677,"<0,015",0.023,,37.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,490940db-c9ca-44f7-9390-c73276db99ad,2f5f9a91-0276-4166-9c69-cc7a79efdbe9,,Alytaus,Ilgis,LTL374,Ilgis,POINT (6036751 525398),2018-08-22,24.3,6.5,2.9,115.802,8.6,1.1,231.0,5.2,0.03,0.002,0.08,0.112,1.1,0.013,0.06,,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,491ce154-33a9-490c-b836-8794d4885c8c,27e8cc08-0861-469f-9bbe-bd69730150ce,,Vilniaus,Antakmenių ežeras,LTL115,Antakmenių ežeras,POINT (6052356 536423),2019-09-26,13.8,11,2.6,8.5,8.1,2.1,308.0,3,0.15,0.006,0.1,0.256,0.5,0.013,0.036,,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,496917db-a879-452b-8503-560bea13ea98,b4643444-1da7-41c9-baa6-ebfb72e22b6a,,Alytaus,Kaviškis,LTL395,Kaviškis,POINT (5985400 472067),2019-08-19,23.0,6,3.1,10.6,8.6,2.1,242.0,2.7,0.04,0.003,0.59,0.633,0.6,0.014,0.036,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,4a22defd-8aff-49df-b1cd-2d0c29297276,dc8274ec-e214-4f67-be1f-b13ef53b5d1b,,Šiaulių,Laičių I tvenkinys,LTL544,Laičių I tvenkinys,POINT (6198607 491778),2018-07-19,25.0,<2,3.6,,8.3,2,496.0,3.3,0.018,0.002,"<0,003",0.023,1.3,"<0,005",0.029,,2.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,4a6f8baa-9c03-48d7-965f-7098c6342737,8de317f2-9e72-497b-9979-e5ae13dec99c,,Utenos RAAD,Lamėstas,LTL444,Lamėstas,,2022-08-29,24.5,<2,3.6,8.8,8.48,2.1,394.0,2.6,0.02,"<0,005",0.063,0.088,0.151,"<0,015","<0,015",,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,4a7dc439-e0d4-45f3-a451-199a3bd4d8a0,28717d1e-db52-4e3c-822e-8c259c0738e7,,Alytaus,Dusia,LTL43,Dusia,POINT (6017007 479686),2017-09-19,15.9,3.5,2.7,7.7,8.2,5.6,333.0,2.1,0.03,0.001,0.01,0.041,0.4,0.014,0.03,,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,4aa2b231-fc53-4a0e-9afd-f3fd63e7164a,a3cbe8ff-f99f-4ba5-b677-515ee00ef5d8,,Alytaus,Vernijis,LTL393,Vernijis,POINT (5998083 480687),2018-05-30,24.9,5.5,4.4,131.868,8.5,2.55,495.0,3.4,0.07,0.003,0.04,0.113,0.8,0.032,0.091,,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,4ad1b2a4-691b-4d7e-b222-c74a1510d80a,4fd7df0d-0f60-49fc-bb37-d212647b70fa,,Panevėžio RAAD,Gačionių ežeras,LTL294,Gačionių ežeras,,2022-07-20,20.7,7.8,3.8,9.4,8.4,1.7,380.0,3.0,0.02,0.013,0.03,0.063,0.82,"<0,002",0.027,,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,4ad2203b-f30f-4d56-855a-2f1a37291337,d854252d-df1b-44f0-a19e-cb536e37d9be,,Šiaulių,Laičių I tvenkinys,LTL544,Laičių I tvenkinys,POINT (6198607 491778),2018-05-03,17.0,<2,6.2,,8.7,1.4,711.0,1.3,0.01,0.042,3,3.052,3.4,"<0,005",0.051,,30.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
datasets/gov/aaa/ezeru_monitoringas/EzeruValstybinioMonitoringoDuomenys,4b09632e-c5e4-4fb8-bed2-143d5fbdef1d,bdb4252a-4984-48c3-9b95-f1f2b966ae3c,,Utenos,Asalnai,LTL324,Asalnai,POINT (6137224 629487),2019-09-25,13.9,<2,3.1,8.1,8.4,5.8,309.0,1.1,"<0,014","<0,001",0.03,0.045,0.48,0.002,0.014,,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
